발생일시,경도,위도,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2020-01-02 17:18,37.47794792,127.0279362,,,,,,
2020-01-02 18:05,37.54311255,127.0300822,,,,,,
2020-01-02 19:00,37.48533682,127.0251801,,,,,,
2020-01-02 20:37,37.52779932,127.079967,,,,,,
2020-01-03 1:04,37.5866852,126.9228892,,,,,,
2020-01-03 9:07,37.6100274,126.9965703,,,,,,
2020-01-03 9:34,37.61871935,126.9210089,,,,,,
2020-01-03 9:43,37.4717758,126.9833266,,,,,,
2020-01-03 10:11,37.52777379,127.0533755,,,,,,
2020-01-03 10:23,37.5538576,127.0680505,,,,,,
2020-01-03 10:32,37.603988,127.0310513,,,,,,
2020-01-03 10:40,37.52805341,127.0526742,,,,,,
2020-01-03 12:54,37.53995879,126.946303,,,,,,
2020-01-03 13:09,37.5488501,126.9132003,,,,,,
2020-01-03 13:43,37.4578669,126.8915483,,,,,,
2020-01-03 13:51,37.55654611,126.8508071,,,,,,
2020-01-03 14:02,37.52523153,126.8336797,,,,,,
2020-01-03 14:22,37.61656468,127.0740759,,,,,,
2020-01-03 14:44,37.53660574,127.0484147,,,,,,
2020-01-03 14:45,37.53626286,127.0496138,,,,,,
2020-01-03 14:47,37.62265726,127.0709782,,,,,,
2020-01-03 14:50,37.57235815,126.8469551,,,,,,
2020-01-03 15:02,37.5159194,127.0076691,,,,,,
2020-01-03 16:01,37.5920714,126.8849573,,,,,,
2020-01-03 16:26,37.57695005,126.9291076,,,,,,
2020-01-03 17:18,37.53227568,126.9497836,,,,,,
2020-01-03 17:56,37.54742483,126.8840946,,,,,,
2020-01-03 18:07,37.6404829,127.0678032,,,,,,
2020-01-03 18:09,37.49447222,127.0966506,,,,,,
2020-01-03 18:36,37.5173152,127.084933,,,,,,
2020-01-03 18:52,37.66286591,127.0430366,,,,,,
2020-01-03 19:25,37.48699476,127.024768,,,,,,
2020-01-03 19:49,37.52825434,127.0652999,,,,,,
2020-01-03 20:24,37.53924503,127.0191731,,,,,,
2020-01-03 20:31,37.5522398,127.1121387,,,,,,
2020-01-03 20:58,37.4677674,126.8844777,,,,,,
2020-01-03 21:33,37.59107277,127.0714634,,,,,,
2020-01-04 7:43,37.5560525,126.8523529,,,,,,
2020-01-04 7:51,37.49224894,127.118924,,,,,,
2020-01-04 7:54,37.4701302,126.883332,,,,,,
2020-01-04 8:41,37.60858139,127.0301585,,,,,,
2020-01-04 9:21,37.5344701,126.9911749,,,,,,
2020-01-04 9:26,37.65314228,127.0533631,,,,,,
2020-01-04 9:36,37.54163497,126.8408924,,,,,,
2020-01-04 9:42,37.53859151,127.1238234,,,,,,
2020-01-04 9:49,37.6078458,127.0042828,,,,,,
2020-01-04 9:56,37.48398387,126.9276199,,,,,,
2020-01-04 10:04,37.5362138,126.9416062,,,,,,
2020-01-04 10:12,37.56396744,126.8844029,,,,,,
2020-01-04 10:25,37.49123195,127.0058347,,,,,,
2020-01-04 10:26,37.6030419,126.9352186,,,,,,
2020-01-04 11:26,37.51947398,126.9669466,,,,,,
2020-01-04 11:27,37.49576213,127.0057812,,,,,,
2020-01-04 11:30,37.5670268,127.0462806,,,,,,
2020-01-04 12:56,37.54415748,127.1076908,,,,,,
2020-01-04 12:59,37.49541295,127.0059946,,,,,,
2020-01-04 13:00,37.5445229,127.1066004,,,,,,
2020-01-04 13:06,37.54030169,126.9472054,,,,,,
2020-01-04 13:15,37.61340031,126.9176784,,,,,,
2020-01-04 13:43,37.53475455,127.0345423,,,,,,
2020-01-04 14:02,37.5327863,126.8860512,,,,,,
2020-01-04 14:23,37.5569187,126.9093263,,,,,,
2020-01-04 15:00,37.5768137,126.8622579,,,,,,
2020-01-04 15:01,37.5764653,126.8628446,,,,,,
2020-01-04 15:03,37.52650716,127.0549471,,,,,,
2020-01-04 15:31,37.4611134,126.8868174,,,,,,
2020-01-04 16:30,37.4409808,126.8999568,,,,,,
2020-01-04 16:32,37.6005227,127.0402871,,,,,,
2020-01-04 16:33,37.6004868,127.0402789,,,,,,
2020-01-04 16:39,37.51785651,126.9916294,,,,,,
2020-01-04 16:45,37.51656783,126.9887225,,,,,,
2020-01-04 17:07,37.47476024,126.9817591,,,,,,
2020-01-04 17:22,37.5662138,126.9878406,,,,,,
2020-01-04 18:03,37.56610861,126.9829537,,,,,,
2020-01-04 18:18,37.5661225,126.9983176,,,,,,
2020-01-04 18:19,37.53989854,127.0369208,,,,,,
2020-01-04 18:58,37.4842963,126.9303062,,,,,,
2020-01-04 19:55,37.50717475,127.0578396,,,,,,
2020-01-04 20:30,37.64831633,127.0560678,,,,,,
2020-01-05 8:33,37.5446192,126.9241396,,,,,,
2020-01-05 9:13,37.5889269,126.943527,,,,,,
2020-01-05 9:42,37.51682029,126.8633378,,,,,,
2020-01-05 9:44,37.4719295,126.8888916,,,,,,
2020-01-05 10:08,37.5945057,127.0357707,,,,,,
2020-01-05 10:14,37.5718271,126.9141913,,,,,,
2020-01-05 10:26,37.4777261,126.8991144,,,,,,
2020-01-05 10:52,37.4825861,126.8872928,,,,,,
2020-01-05 11:01,37.5596206,126.9718396,,,,,,
2020-01-05 11:18,37.51958341,127.02798,,,,,,
2020-01-05 11:31,37.48737218,127.1072135,,,,,,
2020-01-05 11:45,37.5773112,126.9032605,,,,,,
2020-01-05 11:53,37.6031828,127.0322655,,,,,,
2020-01-05 12:02,37.4861623,127.1104727,,,,,,
2020-01-05 13:57,37.5913983,127.0364842,,,,,,
2020-01-05 13:59,37.54675816,127.0489944,,,,,,
2020-01-05 14:10,37.6068321,127.0068541,,,,,,
2020-01-05 14:10,37.4821814,126.9433464,,,,,,
2020-01-05 14:30,37.49926741,127.0823284,,,,,,
2020-01-05 14:35,37.5014791,127.0831286,,,,,,
2020-01-05 14:46,37.56218371,126.9044403,,,,,,
2020-01-05 14:59,37.6233832,127.048026,,,,,,
2020-01-05 15:03,37.6003061,127.1038207,,,,,,
2020-01-05 15:34,37.6227993,127.0376964,,,,,,
2020-01-05 15:41,37.6090061,126.9987004,,,,,,
2020-01-05 15:56,37.4823405,126.9430198,,,,,,
2020-01-05 16:07,37.6154356,126.925367,,,,,,
2020-01-05 16:42,37.4893027,126.9277094,,,,,,
2020-01-05 16:42,37.49027993,126.8814027,,,,,,
2020-01-05 16:46,37.4767387,126.9517903,,,,,,
2020-01-05 16:57,37.6291219,126.9196807,,,,,,
2020-01-05 17:40,37.5944756,127.0356724,,,,,,
2020-01-05 18:16,37.53882534,127.0400205,,,,,,
2020-01-05 18:17,37.56504907,126.9777303,,,,,,
2020-01-05 18:24,37.58535057,127.0014888,,,,,,
2020-01-05 18:26,37.55409939,126.9938378,,,,,,
2020-01-05 20:39,37.51582933,127.0071488,,,,,,
2020-01-07 7:14,37.527811,127.0210651,,,,,,
2020-01-07 7:35,37.61272579,127.0373192,,,,,,
2020-01-07 8:13,37.52917613,126.8639568,,,,,,
2020-01-07 8:20,37.5319121,127.0089775,,,,,,
2020-01-07 8:38,37.53589637,127.0060335,,,,,,
2020-01-07 8:52,37.50417696,127.0247341,,,,,,
2020-01-07 8:56,37.58843798,127.0704588,,,,,,
2020-01-07 9:01,37.61248984,126.9154916,,,,,,
2020-01-07 9:36,37.55589682,126.9927965,,,,,,
2020-01-07 9:46,37.5346296,126.9601696,,,,,,
2020-01-07 9:49,37.5556445,126.9931216,,,,,,
2020-01-07 9:52,37.52143299,127.0137217,,,,,,
2020-01-07 10:28,37.59886941,126.9654508,,,,,,
2020-01-07 10:38,37.5422842,126.93309,,,,,,
2020-01-07 10:44,37.53107427,126.8867504,,,,,,
2020-01-07 11:04,37.55237436,127.0455617,,,,,,
2020-01-07 11:08,37.5451404,127.0344986,,,,,,
2020-01-07 11:25,37.5327044,126.8847128,,,,,,
2020-01-07 11:28,37.51456798,127.0061646,,,,,,
2020-01-07 11:32,37.62601183,126.9183379,,,,,,
2020-01-07 13:01,37.59142268,127.0502095,,,,,,
2020-01-07 13:21,37.4950506,127.0062758,,,,,,
2020-01-07 13:35,37.64582576,127.0636804,,,,,,
2020-01-07 13:38,37.5728813,127.0287953,,,,,,
2020-01-07 13:42,37.56329643,126.9034746,,,,,,
2020-01-07 13:43,37.61910609,126.9209429,,,,,,
2020-01-07 13:55,37.5661461,126.9837593,,,,,,
2020-01-07 13:59,37.5920781,127.013959,,,,,,
2020-01-07 14:14,37.55208691,127.0432529,,,,,,
2020-01-07 14:19,37.47512937,126.9035193,,,,,,
2020-01-07 14:22,37.46390232,127.0396584,,,,,,
2020-01-07 15:00,37.5560868,126.9395045,,,,,,
2020-01-07 15:12,37.5801837,126.8986406,,,,,,
2020-01-07 17:35,37.52707054,127.0544101,,,,,,
2020-01-07 17:58,37.47606914,127.0590309,,,,,,
2020-01-07 18:00,37.51538309,127.0984195,,,,,,
2020-01-07 18:11,37.5142797,127.0053615,,,,,,
2020-01-07 18:14,37.50518677,127.0686275,,,,,,
2020-01-07 18:25,37.48632796,127.0250109,,,,,,
2020-01-07 19:06,37.57646611,126.8397355,,,,,,
2020-01-07 19:12,37.48330069,127.0244615,,,,,,
2020-01-07 20:04,37.59552161,126.950981,,,,,,
2020-01-07 20:14,37.49116875,127.0079691,,,,,,
2020-01-07 20:39,37.55758814,126.8937215,,,,,,
2020-01-07 21:07,37.55676854,126.8940679,,,,,,
2020-01-08 0:12,37.5652409,127.0022855,,,,,,
2020-01-08 0:47,37.4699732,127.1265367,,,,,,
2020-01-08 3:28,37.5943813,126.9182142,,,,,,
2020-01-08 7:04,37.60204901,127.0374894,,,,,,
2020-01-08 7:13,37.5421152,127.1186751,,,,,,
2020-01-08 7:15,37.56460295,126.9770456,,,,,,
2020-01-08 7:43,37.53116453,126.8869199,,,,,,
2020-01-08 8:31,37.5615478,126.8886057,,,,,,
2020-01-08 9:02,37.59313534,127.0726147,,,,,,
2020-01-08 9:02,37.5804827,126.9736614,,,,,,
2020-01-08 9:09,37.5931203,127.0725456,,,,,,
2020-01-08 9:26,37.4970035,127.0454013,,,,,,
2020-01-08 9:42,37.52261373,126.8690392,,,,,,
2020-01-08 10:00,37.5205655,126.9186655,,,,,,
2020-01-08 10:04,37.56075398,127.0694214,,,,,,
2020-01-08 10:06,37.47603026,126.9525208,,,,,,
2020-01-08 10:19,37.6036261,127.0147641,,,,,,
2020-01-08 10:30,37.56605809,126.9772376,,,,,,
2020-01-08 11:34,37.51788342,127.0098864,,,,,,
2020-01-08 12:32,37.57551763,126.9809163,,,,,,
2020-01-08 13:26,37.4792124,126.889681,,,,,,
2020-01-08 13:46,37.50623089,126.9735688,,,,,,
2020-01-08 14:00,37.5253078,126.9105707,,,,,,
2020-01-08 14:00,37.53810678,127.0833101,,,,,,
2020-01-08 14:08,37.5439091,127.0367443,,,,,,
2020-01-08 14:58,37.54482839,127.0322159,,,,,,
2020-01-08 15:24,37.5539729,127.011331,,,,,,
2020-01-08 15:27,37.6064421,127.0408009,,,,,,
2020-01-08 16:00,37.6065297,127.0408499,,,,,,
2020-01-08 16:50,37.57684017,127.0344598,,,,,,
2020-01-08 17:17,37.49501617,127.0060612,,,,,,
2020-01-08 17:17,37.49300687,127.0070448,,,,,,
2020-01-08 17:28,37.4952691,127.0057788,,,,,,
2020-01-08 17:43,37.6063222,127.0075904,,,,,,
2020-01-08 18:07,37.50597126,127.017519,,,,,,
2020-01-08 18:15,37.53787662,126.8270948,,,,,,
2020-01-08 18:20,37.5234633,126.8829579,,,,,,
2020-01-08 18:56,37.47595995,127.0033916,,,,,,
2020-01-08 18:59,37.53483285,127.0539971,,,,,,
2020-01-08 19:12,37.5442275,126.9507018,,,,,,
2020-01-08 19:25,37.50401063,127.0230093,,,,,,
2020-01-08 19:29,37.55148062,127.0442513,,,,,,
2020-01-08 19:34,37.54562604,127.0312204,,,,,,
2020-01-08 19:35,37.51876663,126.9934505,,,,,,
2020-01-08 19:37,37.52514452,127.018157,,,,,,
2020-01-08 20:15,37.49186929,127.0078928,,,,,,
2020-01-08 21:24,37.51922618,126.9941178,,,,,,
2020-01-09 7:34,37.6030863,127.031688,,,,,,
2020-01-09 7:45,37.5726232,126.8309256,,,,,,
2020-01-09 8:17,37.52940267,126.8601015,,,,,,
2020-01-09 8:51,37.51820897,126.970335,,,,,,
2020-01-09 9:07,37.47686036,127.0123569,,,,,,
2020-01-09 9:37,37.51065969,126.9101997,,,,,,
2020-01-09 9:48,37.52594038,126.8655629,,,,,,
2020-01-09 9:52,37.52837569,126.8879591,,,,,,
2020-01-09 10:01,37.55952387,126.9686999,,,,,,
2020-01-09 10:11,37.52232011,126.9049998,,,,,,
2020-01-09 10:23,37.4913383,126.8751358,,,,,,
2020-01-09 10:53,37.6033015,127.0327874,,,,,,
2020-01-09 10:57,37.63529286,127.0319064,,,,,,
2020-01-09 12:23,37.53395016,127.0268314,,,,,,
2020-01-09 12:30,37.53005208,126.8842729,,,,,,
2020-01-09 13:13,37.52872911,127.0113048,,,,,,
2020-01-09 13:17,37.56080663,127.0358682,,,,,,
2020-01-09 13:25,37.5823038,127.1588457,,,,,,
2020-01-09 13:30,37.51730677,126.9900911,,,,,,
2020-01-09 14:03,37.52281615,126.9127814,,,,,,
2020-01-09 14:09,37.56753867,126.8786925,,,,,,
2020-01-09 15:06,37.5042457,127.0655804,,,,,,
2020-01-09 15:06,37.5762106,126.95629,,,,,,
2020-01-09 15:20,37.67146987,127.0497944,,,,,,
2020-01-09 15:36,37.6027025,127.0393059,,,,,,
2020-01-09 15:42,37.6012412,127.0391076,,,,,,
2020-01-09 15:48,37.5208933,127.0143057,,,,,,
2020-01-09 16:03,37.51681135,127.0082857,,,,,,
2020-01-09 17:34,37.52208132,127.0167648,,,,,,
2020-01-09 17:45,37.52308156,127.0158035,,,,,,
2020-01-09 18:08,37.51359338,126.9400997,,,,,,
2020-01-09 18:21,37.57018931,127.1579419,,,,,,
2020-01-09 18:26,37.55922122,126.8690858,,,,,,
2020-01-09 19:04,37.50597207,126.9893009,,,,,,
2020-01-09 21:12,37.63628606,127.0603924,,,,,,
2020-01-09 21:54,37.60190585,127.073648,,,,,,
2020-01-11 5:16,37.5678556,127.013017,,,,,,
2020-01-11 5:32,37.5474182,127.0069503,,,,,,
2020-01-11 7:33,37.63856076,126.935394,,,,,,
2020-01-11 8:27,37.62944386,126.9195392,,,,,,
2020-01-11 9:10,37.6475378,127.0547471,,,,,,
2020-01-11 9:25,37.5799933,126.8757087,,,,,,
2020-01-11 9:49,37.4762166,126.8406989,,,,,,
2020-01-11 10:23,37.5342264,126.9899165,,,,,,
2020-01-11 10:33,37.52855868,127.0219364,,,,,,
2020-01-11 10:35,37.5463831,127.0253474,,,,,,
2020-01-11 11:00,37.6019231,127.0777111,,,,,,
2020-01-11 11:22,37.57283479,127.0151914,,,,,,
2020-01-11 11:25,37.5328828,127.0253375,,,,,,
2020-01-11 11:38,37.54478576,127.1053777,,,,,,
2020-01-11 11:56,37.5987034,126.9211117,,,,,,
2020-01-11 12:00,37.4979836,127.0434894,,,,,,
2020-01-11 12:28,37.4893809,126.8758658,,,,,,
2020-01-11 12:36,37.55763,126.9562894,,,,,,
2020-01-11 12:42,37.56663879,126.8797863,,,,,,
2020-01-11 12:54,37.59902253,126.9652808,,,,,,
2020-01-11 13:00,37.56715045,126.8788778,,,,,,
2020-01-11 13:13,37.50147585,126.9872885,,,,,,
2020-01-11 13:36,37.51891547,126.9136795,,,,,,
2020-01-11 13:40,37.53652455,127.0486636,,,,,,
2020-01-11 14:09,37.55999506,126.9810423,,,,,,
2020-01-11 14:11,37.60284513,127.0252933,,,,,,
2020-01-11 15:13,37.478912,126.9320467,,,,,,
2020-01-11 15:18,37.52836499,127.021761,,,,,,
2020-01-11 15:24,37.55676904,126.8943834,,,,,,
2020-01-11 15:44,37.504044,127.087699,,,,,,
2020-01-11 15:49,37.5435688,127.0599595,,,,,,
2020-01-11 17:00,37.54525791,127.1088268,,,,,,
2020-01-11 17:12,37.47620447,127.0586777,,,,,,
2020-01-11 17:43,37.51771903,127.0093547,,,,,,
2020-01-11 17:52,37.51229661,127.0153771,,,,,,
2020-01-11 17:53,37.6570297,127.0542158,,,,,,
2020-01-11 18:35,37.52541391,127.0035268,,,,,,
2020-01-11 19:23,37.53391915,126.9478251,,,,,,
2020-01-11 19:24,37.53579363,127.0512824,,,,,,
2020-01-11 19:32,37.53169622,127.0652068,,,,,,
2020-01-12 0:35,37.5635539,127.0069856,,,,,,
2020-01-12 8:53,37.477752,126.9333871,,,,,,
2020-01-12 9:04,37.58057799,127.0798514,,,,,,
2020-01-12 10:05,37.5223599,126.8507181,,,,,,
2020-01-12 10:19,37.560728,126.897221,,,,,,
2020-01-12 10:20,37.564046,127.006381,,,,,,
2020-01-12 10:21,37.5741776,126.9746947,,,,,,
2020-01-12 10:23,37.6033101,127.03183,,,,,,
2020-01-12 10:40,37.6034556,126.9272915,,,,,,
2020-01-12 10:47,37.5661351,126.8806417,,,,,,
2020-01-12 10:47,37.53000388,126.8746342,,,,,,
2020-01-12 10:52,37.4923525,126.9909309,,,,,,
2020-01-12 11:07,37.5442843,127.036847,,,,,,
2020-01-12 11:12,37.5098354,126.8427025,,,,,,
2020-01-12 11:13,37.56074345,126.8898487,,,,,,
2020-01-12 11:24,37.5779381,127.0378534,,,,,,
2020-01-12 11:31,37.64863623,127.0559604,,,,,,
2020-01-12 11:58,37.56815773,126.8600374,,,,,,
2020-01-12 12:35,37.51738508,126.9725242,,,,,,
2020-01-12 12:45,37.6095039,126.9323428,,,,,,
2020-01-12 13:54,37.611617,127.0134583,,,,,,
2020-01-12 14:04,37.47293077,127.0310828,,,,,,
2020-01-12 14:06,37.54235907,126.8398595,,,,,,
2020-01-12 14:27,37.5835694,127.0469103,,,,,,
2020-01-12 14:43,37.48095863,127.013002,,,,,,
2020-01-12 14:54,37.51728881,126.9907584,,,,,,
2020-01-12 14:55,37.5988549,127.0407013,,,,,,
2020-01-12 15:00,37.58374339,126.9715601,,,,,,
2020-01-12 15:12,37.47908268,126.8900878,,,,,,
2020-01-12 15:23,37.53522141,126.9049601,,,,,,
2020-01-12 15:23,37.53488587,126.9055116,,,,,,
2020-01-12 15:33,37.5346866,126.9056526,,,,,,
2020-01-12 16:01,37.61196619,126.931473,,,,,,
2020-01-12 16:15,37.5451884,127.0665902,,,,,,
2020-01-12 16:16,37.56553136,126.9112262,,,,,,
2020-01-12 16:17,37.57280318,127.1638337,,,,,,
2020-01-12 16:21,37.5252792,126.9193383,,,,,,
2020-01-12 16:32,37.55872639,126.8697318,,,,,,
2020-01-12 17:41,37.55831555,127.012574,,,,,,
2020-01-12 17:43,37.50749929,127.0342724,,,,,,
2020-01-12 17:47,37.558498,127.012858,,,,,,
2020-01-12 18:20,37.55417094,126.9368403,,,,,,
2020-01-12 18:34,37.49999339,126.9847159,,,,,,
2020-01-12 20:10,37.47906625,126.8893784,,,,,,
2020-01-12 21:25,37.4692361,126.9481697,,,,,,
2020-01-12 21:57,37.5961665,126.919309,,,,,,
2020-01-13 0:18,37.576943,126.9335815,,,,,,
2020-01-13 7:28,37.6032674,127.0320342,,,,,,
2020-01-13 7:31,37.5404292,127.0712567,,,,,,
2020-01-13 7:38,37.5548969,126.8968206,,,,,,
2020-01-13 7:48,37.4909837,127.0080463,,,,,,
2020-01-13 7:48,37.4906191,127.0082647,,,,,,
2020-01-13 7:54,37.49152016,127.0077684,,,,,,
2020-01-13 7:57,37.5442405,127.036176,,,,,,
2020-01-13 8:18,37.517442,127.009004,,,,,,
2020-01-13 8:32,37.6505151,127.0552989,,,,,,
2020-01-13 9:30,37.5735817,127.0518246,,,,,,
2020-01-13 9:36,37.55934454,126.8241178,,,,,,
2020-01-13 9:46,37.58944647,126.8844553,,,,,,
2020-01-13 9:56,37.5895366,126.8845182,,,,,,
2020-01-13 9:57,37.6490138,127.0533322,,,,,,
2020-01-13 10:00,37.56849571,126.9175332,,,,,,
2020-01-13 10:21,37.56477127,127.0281572,,,,,,
2020-01-13 10:32,37.6257836,127.0263458,,,,,,
2020-01-13 10:39,37.4780406,126.9523204,,,,,,
2020-01-13 10:43,37.62451772,127.0270906,,,,,,
2020-01-13 10:44,37.5824569,127.1586564,,,,,,
2020-01-13 10:46,37.51876296,126.8420591,,,,,,
2020-01-13 10:54,37.5990432,127.0066412,,,,,,
2020-01-13 11:01,37.5472332,127.0352044,,,,,,
2020-01-13 11:01,37.5227291,127.0332858,,,,,,
2020-01-13 11:06,37.56984726,127.1577034,,,,,,
2020-01-13 11:23,37.51394547,127.0151908,,,,,,
2020-01-13 11:46,37.46845837,127.0351109,,,,,,
2020-01-13 11:56,37.56053365,126.9765363,,,,,,
2020-01-13 11:58,37.56060695,126.9766734,,,,,,
2020-01-13 12:09,37.53197175,127.0638776,,,,,,
2020-01-13 12:24,37.5153152,127.0164576,,,,,,
2020-01-13 12:41,37.51280807,127.0271292,,,,,,
2020-01-13 12:50,37.53552296,126.8915494,,,,,,
2020-01-13 12:54,37.51157241,127.086165,,,,,,
2020-01-13 12:57,37.5043411,126.8817354,,,,,,
2020-01-13 12:58,37.5404187,126.9464848,,,,,,
2020-01-13 13:03,37.57125219,127.0234658,,,,,,
2020-01-13 13:06,37.54379103,126.9511507,,,,,,
2020-01-13 13:13,37.50559156,127.0523192,,,,,,
2020-01-13 13:14,37.529527,126.8891145,,,,,,
2020-01-13 13:22,37.5340942,127.0273236,,,,,,
2020-01-13 13:30,37.5594505,126.9705773,,,,,,
2020-01-13 13:33,37.54765984,126.880326,,,,,,
2020-01-13 13:45,37.5073235,126.8863123,,,,,,
2020-01-13 13:58,37.53111508,126.8870275,,,,,,
2020-01-13 14:02,37.51989301,126.9961766,,,,,,
2020-01-13 14:14,37.57619476,126.9742005,,,,,,
2020-01-13 14:32,37.51328697,127.0203032,,,,,,
2020-01-13 14:35,37.53251773,127.0622376,,,,,,
2020-01-13 14:43,37.48431255,127.0318959,,,,,,
2020-01-13 15:15,37.544679,127.1038499,,,,,,
2020-01-13 15:33,37.66418821,127.0427512,,,,,,
2020-01-13 16:06,37.55900079,127.0065757,,,,,,
2020-01-13 16:24,37.56814349,127.0091233,,,,,,
2020-01-13 16:30,37.56013351,126.9380733,,,,,,
2020-01-13 16:31,37.56845066,127.0093236,,,,,,
2020-01-13 16:42,37.52761281,127.0209293,,,,,,
2020-01-13 16:46,37.6092195,126.9979585,,,,,,
2020-01-13 16:48,37.52921807,127.0339627,,,,,,
2020-01-13 17:40,37.53564243,127.0059061,,,,,,
2020-01-13 18:20,37.51112202,126.89204,,,,,,
2020-01-13 18:24,37.55985268,127.0725173,,,,,,
2020-01-13 19:24,37.53323668,127.0072975,,,,,,
2020-01-14 0:25,37.538405,127.1403476,,,,,,
2020-01-14 7:31,37.53574774,126.9735583,,,,,,
2020-01-14 7:33,37.51995529,126.9858374,,,,,,
2020-01-14 9:20,37.5713943,127.010259,,,,,,
2020-01-14 9:40,37.6101483,127.0554442,,,,,,
2020-01-14 9:42,37.55635621,126.9927456,,,,,,
2020-01-14 9:49,37.5553862,127.0678904,,,,,,
2020-01-14 10:16,37.4731444,127.1213654,,,,,,
2020-01-14 10:27,37.5656825,127.018688,,,,,,
2020-01-14 10:33,37.5185473,126.8699735,,,,,,
2020-01-14 10:37,37.55955918,126.9691073,,,,,,
2020-01-14 10:55,37.51695442,127.081918,,,,,,
2020-01-14 11:06,37.51715679,127.0864756,,,,,,
2020-01-14 11:11,37.5828575,127.0299197,,,,,,
2020-01-14 11:25,37.5501644,126.9038941,,,,,,
2020-01-14 11:38,37.5538552,126.8983456,,,,,,
