,0
357,1110001802
358,1110001802
359,1110020600
360,1110020600
361,1020000304
362,1020000304
363,1080003402
364,1080003402
365,1140010403
366,1140010403
367,1040044401
368,1040044401
369,1190051201
370,1190051201
371,1210021805
372,1210021805
373,1210005304
374,1210005304
375,1230019700
376,1230019700
377,1210004902
378,1210004902
379,1130060800
380,1130060800
381,1140059900
382,1140059900
383,1090047801
384,1090047801
385,1070017500
386,1070017500
387,1150437701
388,1150437701
389,1240055003
390,1240055003
391,1110014001
392,1110014001
393,1180070700
394,1180070700
395,1180075500
396,1180075500
397,1210178200
398,1210178200
399,1040039400
400,1040039400
401,1210005701
402,1210005701
403,1180075900
404,1180075900
405,1160052300
406,1160052300
407,1160024900
408,1160024900
409,1070012303
410,1140017102
411,1140017102
412,1150001404
413,1150001404
414,1230034700
415,1230034700
416,1220012501
417,1220012501
418,1130003803
419,1130003803
420,1050000304
421,1050000304
422,1120004701
423,1120004701
424,1050001102
425,1050001102
426,1220016002
427,1220016002
428,1150003100
429,1150003100
430,1180041002
431,1130000902
432,1130000902
433,1180041002
434,1180036501
435,1180036501
436,1130094201
437,1130094201
438,1070001200
439,1050014001
440,1070030500
441,1150002401
442,1150002401
443,1070039700
444,1070039700
445,1220020803
446,1220020803
447,1010003106
448,1010003106
449,1150053200
450,1150053200
451,1030029600
452,1030029600
453,1010003106
454,1010003106
455,1220000402
456,1220000402
457,1230004401
458,1230004401
459,1000048100
460,1000048100
461,1140278200
462,1140278200
463,1220099200
464,1220099200
465,1210020202
466,1210020202
467,1220005401
468,1220005401
469,1130000603
470,1210004703
471,1210004703
472,1130000603
473,1220021002
474,1220021002
475,1210005305
476,1210005305
477,1060004811
478,1060004811
479,1120026600
480,1120026600
481,1060006501
482,1060006501
483,1100171300
484,1100171300
485,1130062900
486,1130062600
487,1130062600
488,1230450001
489,1230450001
490,1150004600
491,1150004600
492,1030001300
493,1030001300
494,1210003700
495,1210003700
496,1100177701
497,1100177701
498,1010014502
499,1010014502
500,1220096400
501,1220096400
502,1220345901
503,1220345901
504,1100000503
505,1100000503
506,1000031900
507,1000031900
508,1070042700
509,1070044100
510,1070044100
511,1030007601
512,1030007601
513,1210040800
514,1210040800
515,1180101100
516,1180101100
517,1210005402
518,1210005402
519,1090034900
520,1090034900
521,1000015901
522,1000015901
523,1110012500
524,1110012500
525,1110006402
526,1110006402
527,1100087500
528,1100087500
529,1050018802
530,1050018802
531,1220031403
532,1220031403
533,1210007902
534,1210007902
535,1140009700
536,1140009700
537,1220005701
538,1220005701
539,1160011302
540,1160011302
541,1160044100
542,1160044100
543,1160001102
544,1160001102
545,1120013703
546,1120013703
547,1060002404
548,1060002404
549,1210160900
550,1210160900
551,1100000304
552,1100000304
553,1000008601
554,1000008601
555,1000008602
556,1000008602
557,1020000602
558,1020000602
559,1110000500
560,1110000500
561,1210007603
562,1210007603
563,1140284501
564,1140284501
565,1080009801
566,1080009801
567,1110000500
568,1110000500
569,1070009100
570,1070009100
571,1130003900
572,1130003900
573,1020006902
574,1020006902
575,1080007600
576,1080007600
577,1130068100
578,1130068100
579,1220034302
580,1220034302
581,1130023704
582,1130023704
583,1000048200
584,1000048200
585,1000048200
586,1200000802
587,1200000802
588,1000048200
589,1080007600
590,1080007600
591,1020000101
592,1020000101
593,1220061500
594,1220061500
595,1030001902
596,1030001902
597,1130004000
598,1130004000
599,1130001023
600,1130001023
601,1100172200
602,1100172200
603,1220002901
604,1220002901
605,1050010102
606,1050010102
607,1220002202
608,1220002202
609,1070006601
610,1070006601
611,1070007902
612,1070007902
613,1240225100
614,1180015302
615,1180015302
616,1240225100
617,1020001004
618,1020001004
619,1070017800
620,1040002201
621,1070017800
622,1040002201
623,1240049000
624,1230042900
625,1230042900
626,1240049000
627,1230017205
628,1230017205
629,1220051300
630,1220051300
631,1220342400
632,1220342400
633,1220001804
634,1220001804
635,1070013805
636,1070013805
637,1100177601
638,1100177601
639,1130041500
640,1130041500
641,1120011203
642,1120011203
643,1030000402
644,1030000402
645,1030000402
646,1080005203
647,1080005203
648,1100006822
649,1100006822
650,1080005201
651,1080005201
652,1030021000
653,1030021000
654,1140016002
655,1140016002
656,1050020906
657,1050020906
658,1020003600
659,1020003600
660,1170004702
661,1170004702
662,1070003903
663,1070003903
664,1210046000
665,1210046000
666,1020013204
667,1020013204
668,1110001303
669,1110087801
670,1110087801
671,1110001303
672,1110033000
673,1110033000
674,1110012101
675,1110012101
676,1190000101
677,1190000101
678,1070007902
679,1070007902
680,1070007402
681,1070007402
682,1150053100
683,1150053100
684,1210065800
685,1210065800
686,1130045800
687,1130045800
688,1110023900
689,1110023900
690,1200003301
691,1200003301
692,1180135201
693,1180134601
694,1180134601
695,1130036300
696,1130036300
697,1130034800
698,1130036300
699,1130036300
700,1110013202
701,1110013202
702,1110013102
703,1080012602
704,1080012602
705,1110013102
706,1110011700
707,1110011700
708,1030000304
709,1030000304
710,1110013201
711,1120019600
712,1120019600
713,1040000702
714,1040000702
715,1210004500
716,1210004500
717,1230086700
718,1230086700
719,1220097200
720,1220097200
721,1220343000
722,1220343000
723,2040003801
724,2040003801
725,1210001100
726,1210001100
727,1150010002
728,1150010002
729,1180084300
730,1180084300
731,1120064200
732,1120064200
733,1180107400
734,1180107400
735,1200002502
736,1200002502
737,1040001201
738,1040001201
739,1090004600
740,1090004600
741,1170044401
742,1170044401
743,1120002100
744,1120002100
745,1030002002
746,1030002002
747,1150060200
748,1150060200
749,1070047400
750,1070047400
751,1230027000
752,1230027000
753,1100018501
754,1100018501
755,1100019201
756,1100019201
757,1140282001
758,1140282001
759,1220342500
760,1220342500
761,1210005403
762,1100029901
763,1210005403
764,1100029901
765,1040010002
766,1040010002
767,1080030300
768,1080030300
769,1070047400
770,1070047400
771,1210053200
772,1210053200
773,1210004701
774,1210004701
775,1230433800
776,1230433800
777,1100177601
778,1100177601
779,1200010301
780,1200010301
781,1200010800
782,1200010800
783,1100177301
784,1100177301
785,1070015701
786,1070015701
787,1230081500
788,1230081500
789,1170002802
790,1070029900
791,1170002802
792,1180119800
793,1180119800
794,1240055003
795,1240055003
796,1110016103
797,1110016103
798,1170010300
799,1170010300
800,1220342500
801,1220342500
802,1220096300
803,1220096300
804,1070006403
805,1070006403
806,1110009102
807,1110009102
808,1140282001
809,1140282001
810,1210005301
811,1210005301
812,1130048500
813,1130048500
814,1010003401
815,1010003401
816,1110010103
817,1110010103
818,1140064700
819,1140064700
820,1150051200
821,1150051200
822,1140282001
823,1140282001
824,1150009903
825,1150009903
826,1070002301
827,1070002301
828,1140031100
829,1140031100
830,1140006100
831,1140006100
832,1230025401
833,1230025401
834,1050043000
835,1050043000
836,1030010800
837,1030010800
838,1170000504
839,1170000504
840,1030049400
841,1030049400
842,1110010101
843,1110010101
844,1110010101
845,1050014900
846,1050014900
847,1210003400
848,1210003400
849,1000009001
850,1000009001
851,1120064200
852,1120064200
853,1110004500
854,1110004500
855,1110007900
856,1110007900
857,1180117600
858,1180117600
859,1000020801
860,1000020801
861,1210005001
862,1210005001
863,1120064200
864,1120064200
865,1020000403
866,1020000403
867,1080032100
868,1080032100
869,1140282101
870,1140282101
871,1110014206
872,1110014206
873,1010003301
874,1010003301
875,1110033100
876,1110033100
877,1100003100
878,1100003100
879,1010024602
880,1010024602
881,1180028100
882,1180028100
883,1210063400
884,1210063400
885,1020001003
886,1020001003
887,1020005800
888,1020005800
889,1040005503
890,1040005503
891,1070000200
892,1070000200
893,1080012901
894,1080012901
895,1070008001
896,1070008001
897,1130003900
898,1030001200
899,1030001200
900,1180068800
901,1180068800
902,1000020801
903,1000020801
904,1180122000
905,1180122000
906,1130001023
907,1130001023
908,1130001023
909,1130001023
910,1130030600
911,1130030600
912,1130069200
913,1130069200
914,1180084200
915,1180084200
916,1220005401
917,1220005401
918,1020011703
919,1020011703
920,1210025501
921,1210025501
922,1110013702
923,1110013702
924,1130023200
925,1130023200
926,1130002402
927,1130002402
928,1010035300
929,1010035300
930,1000012302
931,1000012302
932,1060006201
933,1060006201
934,1010010900
935,1010010900
936,1090004500
937,1090004500
938,1160276801
939,1060020000
940,1060020000
941,1030009201
942,1030009201
943,1030012104
944,1170005400
945,1170005400
946,1030012104
947,1030007803
948,1030007803
949,1020000403
950,1020000403
951,1020000403
952,1020000403
953,1040000903
954,1040000903
955,1210010502
956,1210010502
957,1230008301
958,1230008301
959,1130020603
960,1130020603
961,1080026200
962,1080026200
963,1050060000
964,1050060000
965,1130022801
966,1130022801
967,1050020602
968,1050020602
969,1070003202
970,1070003202
971,1070009100
972,1070054200
973,1070009100
974,1100004201
975,1100004201
976,1080009302
977,1080009302
978,1110012302
979,1160000305
980,1160000305
981,1110012302
982,1160005900
983,1160005900
984,1140000303
985,1140000303
986,1160040702
987,1140282001
988,1140282001
989,1160040702
990,1220343000
991,1220343000
992,1070039200
993,1070039200
994,1070033502
995,1070033502
996,1070000200
997,1070000200
998,1010018100
999,1010018100
1000,1210005301
1001,1210005301
1002,1070000300
1003,1070000300
1004,1220005701
1005,1220005701
1006,1140015903
1007,1140015903
1008,1220001900
1009,1220001900
1010,1070010405
1011,1070010405
1012,1030001800
1013,1030001800
1014,1240055104
1015,1240055104
1016,1010038900
1017,1010038900
1018,1000032200
1019,1000032200
1020,1130001502
1021,1130001502
1022,1080021300
1023,1080021300
1024,1020003701
1025,1020003701
1026,1140284501
1027,1020001302
1028,1020001302
1029,1160004601
1030,1160004601
1031,1130005801
1032,1130005801
1033,1130068100
1034,1130068100
1035,1210030901
1036,1210030901
1037,1150408600
1038,1150408600
1039,1200001401
1040,1200001401
1041,1030000402
1042,1030000402
1043,1000012702
1044,1000012702
1045,1200000702
1046,1200000702
1047,1130010700
1048,1130010700
1049,1070004301
1050,1070004301
1051,1020000602
1052,1020000602
1053,1220027802
1054,1220027802
1055,1040002201
1056,1040002201
1057,1130018401
1058,1130018401
1059,1210005301
1060,1210005301
1061,1070001400
1062,1070001400
1063,1210062800
1064,1210062800
1065,1050013600
1066,1050013600
1067,1240045100
1068,1240045100
1069,1190042900
1070,1190042900
1071,1050032900
1072,1050032900
1073,1240045100
1074,1240045100
1075,1190041200
1076,1190041200
1077,1070046200
1078,1070046200
1079,1180108700
1080,1180108700
1081,1010015701
1082,1010015701
1083,1140282401
1084,1140282401
1085,1240004500
1086,1240004500
1087,1110012500
1088,1110012500
1089,1230045500
1090,1230045500
1091,1210020303
1092,1210020303
1093,1110012500
1094,1110012500
1095,1180001402
1096,1180001402
1097,1040014301
1098,1040014301
1099,1120001800
1100,1120001800
1101,1100078100
1102,1100078100
1103,1100034501
1104,1100034501
1105,1100177301
1106,1100177301
1107,1100177301
1108,1100177301
1109,1000040600
1110,1190040900
1111,1190040900
1112,1000040600
1113,1160037800
1114,1160037800
1115,1020006102
1116,1110014106
1117,1110014106
1118,1020006102
1119,1180119600
1120,1180119600
1121,1030007402
1122,1030007402
1123,1030010902
1124,1030010902
1125,1070008002
1126,1070008002
1127,1050003601
1128,1050003601
1129,1020028600
1130,1020028600
1131,1020005202
1132,1020005202
1133,1190000101
1134,1190000101
1135,1160276701
1136,1160276701
1137,1110001802
1138,1110001802
1139,1130046200
1140,1130046200
1141,1210013302
1142,1210013302
1143,1180029602
1144,1180029602
1145,1170009000
1146,1170009000
1147,1220035205
1148,1220035205
1149,1070010402
1150,1070010402
1151,1070029900
1152,1070029900
1153,1170045201
1154,1170045201
1155,1240022900
1156,1240022900
1157,1010010000
1158,1010010000
1159,1220018802
1160,1220018802
1161,1220005502
1162,1220005502
1163,1110004702
1164,1010010000
1165,1010010000
1166,1110004702
1167,1030001902
1168,1030001902
1169,1180091000
1170,1180091000
1171,1120017100
1172,1120017100
1173,1240001404
1174,1240001404
1175,1180074000
1176,1180074000
1177,1210005301
1178,1210005301
1179,1220101600
1180,1220101600
1181,1220018503
1182,1220018503
1183,1130001718
1184,1130001718
1185,1170044301
1186,1170044301
1187,1070021701
1188,1070021701
1189,1220345901
1190,1220345901
1191,1060061400
1192,1060061400
1193,1000035800
1194,1000035800
1195,1180105700
1196,1180105700
1197,1000023800
1198,1000023800
1199,1130027902
1200,1130027902
1201,1070029900
1202,1070029900
1203,1060066700
1204,1060066700
1205,1180019202
1206,1180019202
1207,1210162000
1208,1210162000
1209,1190000200
1210,1190000200
1211,1000034900
1212,1000034900
1213,1000011504
1214,1000011504
1215,1180035302
1216,1180035302
1217,1040030000
1218,1040030000
1219,1070002102
1220,1140029200
1221,1140029200
1222,1110004000
1223,1110004000
1224,1110003900
1225,1110003900
1226,1140282101
1227,1140282101
1228,1140009900
1229,1140009900
1230,1140006100
1231,1140006100
1232,1110026301
1233,1110089301
1234,1110089301
1235,1110026301
1236,1110004000
1237,1110004000
1238,1210009802
1239,1040000201
1240,1040000201
1241,1210009802
1242,1110004900
1243,1110004900
1244,1110003900
1245,1110003900
1246,1070000400
1247,1070000400
1248,1150003100
1249,1150003100
1250,1150110800
1251,1150110800
1252,1220011501
1253,1220011501
1254,1050011602
1255,1050011602
1256,1210005402
1257,1210005402
1258,1050007001
1259,1050007001
1260,1020010701
1261,1020010701
1262,1050027300
1263,1050027300
1264,1020011102
1265,1020011102
1266,1030015103
1267,1030015103
1268,1100000602
1269,1100000602
1270,1010021000
1271,1010021000
1272,1010053900
1273,1010053900
1274,1240156801
1275,1240156801
1276,1070011202
1277,1070011202
1278,1220027303
1279,1220027303
1280,2130403300
1281,2130403300
1282,1110013901
1283,1110013901
1284,1170038900
1285,1070026800
1286,1070026800
1287,1170038900
1288,1110001505
1289,1110001505
1290,1020001301
1291,1020001301
1292,1070073400
1293,1070073400
1294,1030001401
1295,1030001401
1296,1070006702
1297,1070006702
1298,1220005701
1299,1220005701
1300,1220107500
1301,1220107500
1302,1070007403
1303,1070007403
1304,1070079101
1305,1070079101
1306,1160003501
1307,1160003501
1308,1120002100
1309,1120002100
1310,1130033100
1311,1130033100
1312,1000048200
1313,1000048200
1314,1220107100
1315,1220107100
1316,1070073600
1317,1070073600
1318,1210002003
1319,1210002003
1320,1200001604
1321,1200001604
1322,1210002002
1323,1210002002
1324,1220005402
1325,1220005402
1326,1020000902
1327,1020000902
1328,1200002907
1329,1200002907
1330,1170030300
1331,1170030300
1332,1010036300
1333,1010036300
1334,1230005303
1335,1230005303
1336,1220006702
1337,1220006702
1338,1190000200
1339,1190000200
1340,1210003000
1341,1210003000
1342,1190000200
1343,1190000200
1344,1050023500
1345,1050023500
1346,1020009705
1347,1020009705
1348,1150428400
1349,1150428400
1350,1200011302
1351,1200011302
1352,1120054100
1353,1120060500
1354,1120060500
1355,1210026602
1356,1210026602
1357,1030006700
1358,1030006700
1359,1030007602
1360,1030007602
1361,1030010500
1362,1030010500
1363,1030010202
1364,1030010202
1365,1210053400
1366,1210053400
1367,1120004502
1368,1120004502
1369,1220105400
1370,1220105400
1371,1000045600
1372,1000045600
1373,1230000901
1374,1230000901
1375,1000048100
1376,1000048100
1377,1000048200
1378,1000048200
1379,1040001502
1380,1040001502
1381,1210065500
1382,1210065500
1383,1130067500
1384,1130067500
1385,1220005701
1386,1210004500
1387,1210004500
1388,1220005701
1389,1120005202
1390,1120005202
1391,1090008102
1392,1090008102
1393,1220027503
1394,1220027503
1395,1040014201
1396,1040014201
1397,1220107600
1398,1220107600
1399,1070063900
1400,1070063900
1401,1220107600
1402,1220107600
1403,1040035600
1404,1040035600
1405,1220042300
1406,1220042300
1407,1130008601
1408,1130008601
1409,1020017801
1410,1020017801
1411,1130046400
1412,1130046400
1413,1180109600
1414,1180109600
1415,1240045100
1416,1240045100
1417,1220029202
1418,1220029202
1419,1220005603
1420,1220005603
1421,1120002201
1422,1120002201
1423,1220107600
1424,1220107600
1425,1070000300
1426,1070000300
1427,1240050600
1428,1240050600
1429,1020009001
1430,1020009001
1431,1240000504
1432,1240000504
1433,1220005503
1434,1220005503
1435,1240008101
1436,1240008101
1437,1130069900
1438,1130069900
1439,1080013002
1440,1080013002
1441,1100177301
1442,1100177301
1443,1240028401
1444,1240028401
1445,1020014102
1446,1020014102
1447,1130005600
1448,1130005600
1449,1220027903
1450,1220027903
1451,1060008402
1452,1060008402
1453,1150017103
1454,1150017103
1455,1010023300
1456,1010023300
1457,1120010602
1458,1120010602
1459,1120004602
1460,1120004602
1461,1150083900
1462,1150083900
1463,1060064700
1464,1060064700
1465,1130059800
1466,1130059800
1467,1220005703
1468,1220005703
1469,1120005104
1470,1120005104
1471,1220098000
1472,1220098000
1473,1100003403
1474,1100003403
1475,1110010002
1476,1110010002
1477,1210018101
1478,1210018101
1479,1110009601
1480,1110009601
1481,1030001100
1482,1030001100
1483,1110007301
1484,1110007301
1485,1030001200
1486,1190002800
1487,1190002800
1488,1110086800
1489,1110086800
1490,1130001901
1491,1130001901
1492,1120013704
1493,1120013704
1494,1000007002
1495,1000007002
1496,1130003001
1497,1130003001
1498,1130040700
1499,1130040700
1500,1180118400
1501,1180118400
1502,1130093501
1503,1210007903
1504,1210007903
1505,1130093501
1506,1000044500
1507,1000044500
1508,1210005301
1509,1210005301
1510,1100003002
1511,1100003002
1512,1030011502
1513,1140284501
1514,1160009001
1515,1160009001
1516,1140284501
1517,1130056200
1518,1130056200
1519,1170000504
1520,1030001902
1521,1030001902
1522,1170000504
1523,1210056400
1524,1210056400
1525,1180040103
1526,1180040103
1527,1110000802
1528,1110000802
1529,1210004001
1530,1210004001
1531,1130006501
1532,1130006501
1533,1220342500
1534,1220342500
1535,1070006402
1536,1210004002
1537,1210004002
1538,1070006402
1539,1160002603
1540,1160002603
1541,1070047700
1542,1070047700
1543,1000022001
1544,1000022001
1545,1080002803
1546,1080002803
1547,1220000402
1548,1220000402
1549,1120002100
1550,1120002100
1551,1110001802
1552,1110001802
1553,1070000300
1554,1070000300
1555,1130090901
1556,1130090901
1557,1030001402
1558,1030001402
1559,1050045500
1560,1050045500
1561,1120004901
1562,1120004901
1563,1160002001
1564,1160002001
1565,1130094201
1566,1130094201
1567,1210157300
1568,1210157300
1569,1050059900
1570,1050059900
1571,1180029701
1572,1180029701
1573,1010008501
1574,1010008501
1575,1130060500
1576,1130060500
1577,1230040300
1578,1230040300
1579,1050059900
1580,1050059900
1581,1220342400
1582,1220342400
1583,1000020801
1584,1000020801
1585,1000015301
1586,1000015301
1587,1110014001
1588,1110014001
1589,1210008031
1590,1210008031
1591,1020024600
1592,1020024600
1593,1120004702
1594,1120004702
1595,1130001005
1596,1130001005
1597,1120000600
1598,1120000600
1599,1010037900
1600,1010037900
1601,1070007701
1602,1070007701
1603,1010024900
1604,1010024900
1605,1110005500
1606,1110005500
1607,1150000601
1608,1150000601
1609,1150044400
1610,1150044400
1611,1120024600
1612,1120024600
1613,1040006101
1614,1040006101
1615,1030009204
1616,1030009204
1617,1010007200
1618,1010007200
1619,1010005102
1620,1010005102
1621,1070065200
1622,1070065200
1623,1190006803
1624,1190006803
1625,1130040900
1626,1130040900
1627,1040016500
1628,1040016500
1629,1030006403
1630,1030006403
1631,1040019000
1632,1040019000
1633,1070004003
1634,1070004003
1635,1150004600
1636,1150004600
1637,1110003900
1638,1110003900
1639,1030001300
1640,1030001300
1641,1030026600
1642,1030026600
1643,1220002100
1644,1130001023
1645,1130001023
1646,1220002100
1647,1240055101
1648,1240055101
1649,1220105100
1650,1220105100
1651,1220343000
1652,1220343000
1653,1070041600
1654,1070041600
1655,1070044000
1656,1070044000
1657,1130001013
1658,1130001013
1659,1130005600
1660,1130005600
1661,1100169900
1662,1100169900
1663,1180038003
1664,1180038003
1665,1020000201
1666,1020000201
1667,1220343000
1668,1220343000
1669,1100002400
1670,1100002400
1671,1130037400
1672,1130037400
1673,1210005304
1674,1210005304
1675,1140284401
1676,1140284401
1677,1110004801
1678,1130002402
1679,1130002402
1680,1110004801
1681,1130003900
1682,1130003900
1683,1210005402
1684,1210005402
1685,1020002800
1686,1020002800
1687,1210062500
1688,1210062500
1689,1070009100
1690,1150002402
1691,1150002402
1692,1070009100
1693,1110014208
1694,1110014208
1695,1110027602
1696,1130001023
1697,1120064200
1698,1070000400
1699,1070000400
1700,1120064200
1701,1130001023
1702,1130001023
1703,1110037800
1704,1110037800
1705,1130004304
1706,1130004304
1707,1120001300
1708,1030001902
1709,1120001300
1710,1030001902
1711,2040003801
1712,2040003801
1713,1220343000
1714,1220343000
1715,1040017500
1716,1040017500
1717,1130000901
1718,1080008601
1719,1080008601
1720,1220005701
1721,1220005701
1722,1140282001
1723,1140282001
1724,1220011903
1725,1220011903
1726,1130020503
1727,1060019001
1728,1150004502
1729,1150004502
1730,1130002002
1731,1130002002
1732,1100014000
1733,1100014000
1734,1130042200
1735,1130042200
1736,1190007402
1737,1130051100
1738,1130051100
1739,1190007402
1740,1220342800
1741,1220342800
1742,1220343000
1743,1220343000
1744,1220002202
1745,1120001400
1746,1120001400
1747,1120001400
1748,1220002202
1749,1110011800
1750,1110011800
1751,1000002201
1752,1000002201
1753,1160002303
1754,1160002303
1755,1210007901
1756,1210007901
1757,1110026800
1758,1110026800
1759,1160014701
1760,1160014701
1761,1110027200
1762,1180013102
1763,1180013102
1764,1110027200
1765,1200006000
1766,1210005301
1767,1210005301
1768,1200006000
1769,1000048200
1770,1000048200
1771,1210005301
1772,1210005301
1773,1190000200
1774,1190000200
1775,1220041100
1776,1220041100
1777,1070078000
1778,1020041200
1779,1020041200
1780,1070078000
1781,1070000400
1782,1070000400
1783,1100018601
1784,1100018601
1785,1220343000
1786,1220343000
1787,1050006104
1788,1050006104
1789,1140276400
1790,1140276400
1791,1130002203
1792,1100018501
1793,1100018501
1794,1130002203
1795,1080035900
1796,1080035900
1797,1070017401
1798,1070017401
1799,1000045100
1800,1000045100
1801,1080031200
1802,1080031200
1803,1140065400
1804,1140065400
1805,1140064700
1806,1140064700
1807,1140017101
1808,1140017101
1809,1100176601
1810,1100176601
1811,1160080000
1812,1160080000
1813,1100177601
1814,1070042100
1815,1070042100
1816,1100177601
1817,1100002002
1818,1020027300
1819,1020027300
1820,1100002002
1821,1210004200
1822,1210004200
1823,1210011102
1824,1210011102
1825,1130021902
1826,1130021902
1827,1070073600
1828,1070073600
1829,1000003501
1830,1000003501
1831,1060006303
1832,1060006303
1833,1170000203
1834,1170000203
1835,1170011205
1836,1170011205
1837,1130059300
1838,1130059300
1839,1100037900
1840,1100037900
1841,1040001702
1842,1130047100
1843,1130047100
1844,1040001702
1845,1070061600
1846,1000007002
1847,1000007002
1848,1240055101
1849,1240055101
1850,1230003202
1851,1230003202
1852,1040021000
1853,1040021000
1854,1210005200
1855,1210005200
1856,1040017600
1857,1040017600
1858,1030001902
1859,1030001902
1860,1220004502
1861,1220004502
1862,1040007500
1863,1040007500
1864,1130000901
1865,1130000901
1866,1200000702
1867,1060004402
1868,1060004402
1869,1200000702
1870,1000048200
1871,1000048200
1872,1050000302
